playlist_id,track_ids
545,19683 4906 13155 16697 20254 5778 7000 18854 1041 11282
564,18944 16521 3864 7622 6112 11445 3761 13310 18329 3552
567,15370 6786 14673 15798 11020 11016 14670 13276 10561 13573
580,11188 9044 410 2298 1189 8613 5675 15706 20071 149
582,13744 9163 7321 12709 19339 11313 1128 5147 10833 1698
592,12096 17200 12076 17820 10322 17873 7544 14736 14478 10984
611,9414 12162 815 15568 12584 15400 19589 14592 20099 2134
615,9976 4201 17303 15798 8720 18424 8498 13276 10561 13573
619,1370 11715 3655 4180 2166 3565 2649 11572 13089 9784
622,15834 15789 12085 7785 1490 8624 18045 11414 10980 8881
625,13243 6529 16311 9965 13531 6101 17463 6577 11205 11268
631,7 19494 17602 16360 14992 3990 14365 9793 11938 5987
633,8091 2204 1794 5340 3245 7831 15199 13101 17881 2723
636,19205 6197 8297 3919 10926 15543 16861 2186 20121 2392
642,5180 3932 6556 15669 4569 6565 7833 8229 6837 7610
646,2899 3281 7394 3741 20268 12450 3089 3099 229 15781
676,17926 6059 675 18919 625 17040 8728 9624 7092 723
683,13957 7941 6716 19169 4013 3433 7350 17143 14247 638
686,9067 13987 17438 11063 6465 9086 10454 19399 5683 3503
704,12557 4362 551 17965 2048 10399 19889 3514 3830 12987
709,1236 19969 17663 17741 1356 19825 12897 4116 11279 6137
714,15575 4180 19558 13506 7193 14984 13129 5542 15114 2166
719,15448 1886 10222 16975 2680 401 9233 3971 2676 15947
721,935 12591 13321 2852 19384 10778 19422 4480 9306 15440
724,8564 4584 11774 7208 13734 7750 19486 6043 15502 17550
731,6648 12584 4720 5036 12162 19589 10839 956 8381 15400
735,8229 7610 4460 4444 5978 42 14395 17432 8956 15314
737,17919 7762 12177 16815 7637 2989 4089 508 2922 8640
740,14430 15050 9098 5267 19262 9173 8466 10379 8709 9257
744,16764 8090 13895 11551 8877 15603 1564 3526 10887 10101
746,11670 14872 8892 4581 8942 17608 3720 17506 4808 2047
774,5663 16685 17420 14904 6057 16420 15105 19953 9752 9518
788,1605 19244 1591 2272 9792 2002 18836 20051 13066 13094
818,1840 4089 508 8437 8835 13838 8640 2989 6433 12765
859,4743 7870 20153 7645 8278 5925 4128 10738 12931 2792
914,1953 8152 14178 3518 5429 18343 4765 19480 3996 20339
924,8428 16475 16685 15105 1620 11091 3397 20348 12355 16722
925,92 19964 9606 15988 7961 18758 17635 9246 2551 13875
926,1299 1532 20279 3727 7163 99 4288 14608 425 12510
927,6237 12479 19048 6258 7107 6511 18010 15263 18870 3944
949,15771 5641 17432 9489 16460 5647 5957 4569 1149 18397
957,9795 20274 20271 18111 15042 10120 17052 5184 12400 19464
961,7680 762 10580 7416 5667 7298 1222 1485 14270 12071
988,12368 4581 15616 8173 3511 7611 6695 6104 7467 18490
994,16921 11982 16351 1813 17357 13384 5540 6113 19850 7133
1016,12775 4302 8566 443 3630 797 14204 19713 5831 1487
1021,18876 10512 9278 2578 3105 15667 3228 6193 316 9400
1027,8551 4718 10996 17641 18744 8915 15467 1475 15563 16658
1046,7744 19773 13312 11627 4839 4496 5273 5739 10913 456
1057,17153 6132 12406 9963 8514 14091 20618 8721 7947 9689
1065,4961 18956 18287 10654 12466 8426 7578 3602 4986 10838
1066,7076 1502 6466 9508 11573 4865 7904 405 14037 3622
1087,797 10629 10336 20481 13801 19718 9974 2912 20048 15374
1092,830 387 3799 5006 7213 9211 19355 7100 19834 15036
1099,7984 19602 17965 5235 3830 19889 19584 12987 2048 10399
1103,10743 9903 8627 15466 11947 2812 6600 12750 3698 3001
1108,10841 7323 10832 3212 5864 865 11654 13100 15655 6523
1115,7321 13412 16767 15431 17675 12307 3122 1187 19263 16005
1120,7134 20262 7539 235 16282 13459 2561 12258 19850 5540
1126,13671 18855 10496 6892 15088 18058 4057 12999 5169 2888
1129,8691 1198 15851 5384 13678 9136 14558 13004 2719 8534
1147,909 8406 2586 9062 6182 14559 13098 6456 15633 13238
1163,6868 7908 9937 12907 19340 18275 9003 12623 6408 5201
1169,4963 19262 9098 5631 9173 18940 18404 5110 628 16087
1174,11463 14135 1003 18322 4149 16704 11316 2960 18802 491
1238,6937 17997 2970 80 19317 3431 8018 14367 10502 8798
1254,1895 15373 8018 8798 80 6464 10502 3431 6937 19317
1274,3856 20251 17584 10848 1111 17487 17405 14826 5621 17649
1285,1588 5193 8872 16433 12668 7652 8849 13212 12991 17019
1302,11604 18763 14827 8885 18963 1357 12742 1828 3195 13113
1316,18679 12526 7719 10873 1595 2197 3703 12581 19174 9011
1319,2755 11476 19075 2851 1846 13631 20056 3361 9644 10233
1341,700 1714 1133 5359 14249 11629 14077 280 18446 10689
1346,12768 10099 6460 11251 20626 7516 8683 317 7260 3600
1350,7865 7558 18556 14262 1960 12712 4553 4370 6257 14370
1353,12438 18389 473 360 16612 7619 5249 4127 20334 8030
1363,15771 12783 1372 3996 18874 11744 1149 18161 14178 18967
1371,20586 8169 6281 15511 8278 5925 4743 18995 7645 13803
1379,9557 19284 2090 6498 9392 6435 14604 17247 9007 3077
1383,13795 3700 4496 4839 10913 13312 19773 5739 5273 7744
1390,7039 2897 1687 4865 7904 17720 5668 1128 13744 11313
1398,10936 19199 12569 19343 5126 5084 12313 17273 4753 17468
1404,3901 13291 11019 8948 18137 14937 17903 18239 5023 16936
1415,12597 1681 16199 8488 7111 5725 3460 381 12414 1635
1417,14484 10606 18476 11286 17201 1528 12573 10822 6720 13845
1454,2858 3453 20474 6459 2132 12762 10921 10466 10977 15837
1456,18945 18358 16163 765 16205 13251 8021 16797 3381 5656
1463,19205 10926 18628 18057 3919 8297 2186 20121 2392 6197
1481,14738 16542 5572 19305 2006 9457 6682 1806 15666 5761
1505,7750 15502 15837 7208 10977 16583 20474 13734 10921 17550
1519,10169 18493 482 6015 17568 15499 7267 1393 15710 14665
1524,6168 6534 14659 6230 14046 13210 14534 4869 1951 18312
1534,18057 15543 6197 16861 2186 2392 10926 3919 8297 19205
1542,214 4298 14136 412 5473 8656 2770 17353 20607 20244
1545,19871 18369 19192 15269 2993 2423 28 12888 3022 7963
1554,13760 9300 6353 3830 10399 17965 12987 2048 19889 3514
1560,1342 3212 10825 17399 17255 10350 352 5609 10973 3725
1588,18490 10801 13225 17512 5660 15460 10323 2727 13129 9612
1590,15328 3452 5783 15526 5145 2251 5907 19158 13209 9405
1601,15068 12622 16891 15053 1189 10591 11878 14277 2349 10636
1637,3161 13126 16845 5201 9003 6408 19347 17946 12623 16067
1639,18062 10470 9093 18987 9602 13886 16355 11273 13946 19028
1661,455 10689 4162 12776 10636 20316 12218 11703 4779 2994
1673,14037 1687 9508 7499 7039 2897 7904 405 4865 11573
1679,9138 3940 16255 7767 3327 7941 7350 3901 19838 13291
1682,11753 3254 10715 4954 19991 6145 9984 13465 19651 6036
1692,5722 579 55 9681 6439 10209 17406 18726 4369 16205
1701,8892 13708 17150 1730 2012 9271 11413 6196 2972 715
1703,19718 9974 16866 13801 8843 15374 10458 10629 10336 2912
1712,5669 7001 17826 20555 783 9956 16065 13006 15907 13990
1713,1899 5112 10776 17034 15725 10041 13971 2436 13368 1069
1729,13094 3254 4954 13465 11753 19991 6036 19651 6145 10715
1730,18579 18852 18755 1356 1236 19825 12897 6137 4116 11279
1731,15364 18171 12179 16489 17102 3377 12919 7133 6113 10019
1734,2888 18058 4057 12999 5169 6981 14309 6892 18855 13671
1740,1048 19369 18701 16909 3401 14100 6860 7910 2869 18026
1742,899 17584 9690 4153 5621 17649 1111 14826 17405 17487
1747,1821 13269 18606 1329 9604 5196 10237 6603 2591 6564
1755,9269 956 9913 12584 12162 19589 6648 8381 5036 15400
1766,8632 2544 8134 3121 1422 2957 4202 18096 7545 3379
1807,9792 18836 1605 13066 1591 2002 2272 15893 13094 20051
1814,17345 9770 9574 10822 18476 2099 3033 18608 1246 17201
1820,18249 7197 16255 2397 10005 9017 8919 1190 1279 3301
1852,3304 4495 18059 10377 8361 16297 11945 3585 5722 2692
1854,16314 1196 12639 2437 648 13894 8953 2930 8767 1975
1871,4507 19711 2890 8751 16211 15256 339 11439 319 7446
1880,8383 4376 14859 125 7404 14007 14688 9118 6799 702
1881,8872 13402 2153 8540 2581 17019 7652 12991 8849 13212
1883,2518 4566 16494 19071 11013 10591 6918 7463 15410 13731
1885,17487 3606 14826 17649 9333 3790 1111 1919 5206 18138
1898,16311 9982 20439 7157 14424 4398 13078 13127 2338 10904
1904,9493 5300 1678 4603 5509 16100 12338 9323 4417 17390
1907,15326 19617 13782 16923 16309 5513 7119 14182 9061 18851
1912,15748 18919 17040 6242 9710 17926 8136 5180 15669 15413
1916,10739 19556 20187 15459 17200 14288 8931 4084 16410 9361
1927,1895 14367 6937 2970 12010 19812 7060 19576 8622 6590
1953,17586 17608 7194 15046 6408 9003 2274 8892 4581 8942
1958,3195 6705 11318 12920 16068 14914 17007 12192 6384 13481
1959,4581 4005 16114 2274 17608 18490 6697 2508 18448 2401
1963,17961 1061 748 14591 8058 3885 4186 9105 16760 18381
1967,2608 18100 4309 6092 7990 13735 4219 5230 20446 19984
1978,11654 1484 19444 14958 18382 18862 15543 15241 10926 19082
1979,17782 9640 999 15823 8738 579 20163 9202 55 6819
1986,11141 3304 17406 5722 1117 12564 10209 16557 8361 477
2005,6716 638 3433 17143 7941 18301 7264 19169 7153 7350
2014,3644 17040 18919 8136 12834 15930 17926 723 18905 15413
2015,394 12940 17634 13597 9163 14024 8142 13622 13824 6405
2022,3788 5751 14904 6841 12119 9488 4834 14306 9211 387
2042,3606 3749 6716 14247 7153 7350 5799 660 5030 7925
2061,4267 10654 12466 18287 4986 18956 10838 8426 3602 7578
2068,6892 2888 5169 12999 14309 4259 4057 13671 6981 10496
2070,15800 13154 14170 2349 15186 17649 2518 13460 12622 7664
2080,7033 9978 9960 19214 10420 15900 14008 5551 5422 15591
2125,14247 4745 3835 3433 10689 17688 8356 4458 16315 4923
2134,5765 17158 4267 3694 6687 2945 8044 6189 10744 5165
2142,18038 12827 1242 10706 11800 9159 14016 16663 14965 12679
2162,3173 11148 11283 8828 4071 15828 12927 6584 6093 9429
2164,18557 3023 10613 3741 8028 3403 9380 3771 10686 5593
2171,17615 6819 9120 9202 20163 17896 55 9592 579 16144
2174,2912 20481 8491 11943 10629 13642 8767 12639 5606 648
2180,1061 17961 748 16760 4186 8058 14591 3885 18381 9105
2185,5674 4526 14950 793 5252 5654 6367 16697 5778 20254
2213,11791 17521 13869 4177 15329 18063 8978 19054 108 19735
2227,8134 1422 15546 2544 4202 3121 2957 2736 5171 19043
2229,6949 781 2439 17840 10391 16030 11490 14527 3190 4515
2240,11202 13746 15127 19257 13504 12301 1759 7613 18968 19691
2246,19773 11976 5739 5273 4839 7744 16225 15247 20016 18981
2251,10672 4392 8626 6604 14919 8483 16457 4771 5481 13300
2261,12717 10839 7450 16970 15137 5459 18440 5534 2789 13187
2275,20586 4111 7645 18995 2809 4743 16718 13803 11759 5925
2277,2423 15269 2144 19192 16254 3022 18369 7963 12888 2993
2278,17654 2257 5294 6356 17417 1139 13869 11791 17330 17521
2280,12750 3698 15466 10743 2812 3001 8627 11947 6600 9903
2292,17992 5967 2658 19850 19156 20043 15969 11478 6113 7133
2306,15333 18919 12834 17040 8136 18905 6242 17926 15413 15930
2307,4818 9403 7172 17463 12708 19873 18907 12709 19339 1698
2312,16727 16055 7256 4747 8356 6343 15341 13817 71 20332
2322,909 13098 6456 6182 9062 14559 8406 15633 2586 13238
2342,10172 2349 4026 12622 18598 4566 16494 8452 222 2518
2358,19871 12888 2144 7963 2993 3022 15269 18369 2423 28
2363,13675 12096 1125 228 11106 10050 10985 523 11543 8635
2364,8956 8229 17432 42 4569 5978 15314 7610 4444 14395
2371,13005 10055 4688 3007 6534 16873 18304 14456 20135 18312
2374,4607 5133 18310 1526 5584 3623 13993 10326 2530 12722
2375,8093 2782 5920 13988 3964 1534 3932 15017 6556 11964
2389,3378 14233 12932 3510 14724 1011 11829 20595 13640 12299
2416,13029 3691 18951 14735 9352 11664 4097 16166 9402 3798
2420,12996 3508 18243 9780 13838 8835 6433 8437 1840 12765
2431,14023 14770 14702 2930 16314 1196 8767 12639 648 5606
2433,14195 7853 4144 9529 15758 12641 14358 5715 16331 272
2444,15930 17921 17040 8822 723 15333 3463 18503 19122 4807
2473,3276 16043 11811 12220 12952 12396 19664 20417 14636 13908
2484,10169 17568 6933 15710 13548 4113 1195 482 1393 18241
2515,280 2371 8197 8749 2853 866 3938 10233 305 3473
2517,18727 11685 4523 4288 12510 20203 425 12436 13342 10487
2519,1069 15725 2436 1899 13971 13368 10041 17034 10776 5112
2524,11750 19536 5765 4267 1686 19811 4180 15329 17158 11787
2527,8282 5539 7322 4249 10358 15944 14476 18826 15779 10602
2545,10757 11180 8381 15400 17964 12162 19733 8720 18424 8498
2546,7420 9105 11967 1610 15909 7457 16089 10387 15228 18665
2547,11753 4954 817 14239 9196 426 4454 14488 16782 8020
2559,3682 7311 10735 15651 17159 18303 20076 2097 8698 7547
2561,8142 9163 1514 1345 14780 2214 20125 9749 16603 20075
2580,17487 10848 9342 11001 6103 2873 14175 3766 19974 2777
2589,4492 6971 7478 3378 15186 1943 921 4346 8279 3281
2593,14702 1196 13894 14770 14023 2930 19699 1975 16314 2437
2598,6093 4071 11148 15828 3173 8828 12927 9429 11283 6584
2605,9084 10934 15356 1731 3242 10206 9383 11646 16536 14662
2622,16127 15050 14430 15584 6868 14978 12623 5201 9003 6408
2624,17774 4301 6506 876 17984 1815 2086 5388 10202 16749
2634,5474 8466 8502 123 2236 1300 16227 10379 9257 8709
2664,2574 9002 1276 2755 20056 20085 9477 6914 7387 19075
2665,7947 9689 14091 1363 20618 15428 16619 18817 11084 7811
2666,12991 8849 5193 16433 3876 8872 12668 1588 13402 4346
2680,10293 10596 11595 344 12111 18344 13960 6579 3321 11102
2696,5903 6059 2845 8911 18716 8481 675 6475 573 778
2697,6239 13768 14633 15568 2134 6823 15932 7143 14592 6226
2713,2876 17014 13934 16799 20207 20459 2902 4580 1005 13011
2717,2618 15282 2236 13406 17563 13128 123 8502 1300 12711
2727,8627 10743 15466 3698 11947 3001 2812 6600 9903 12750
2730,11170 10481 13243 17363 6577 8640 2989 508 4089 2922
2732,17515 7577 8570 7400 2088 10339 15477 14734 5413 9739
2734,3698 15775 16756 10743 1992 11947 14556 3001 20497 12089
2742,4302 443 797 14204 12960 9500 20169 10269 3630 7475
2769,16544 3980 16105 4045 9740 4379 11327 10760 6957 6153
2777,18073 14541 10448 2015 577 1463 5906 17802 6660 16373
2793,5785 5413 8142 8470 394 13622 8009 1009 7480 13824
2807,17088 8798 8522 6464 482 18363 6937 6933 5633 9911
2817,9435 12649 18799 8588 6450 1861 11987 6767 6117 12904
2829,3281 12450 3089 229 15781 2899 3378 7394 3741 3099
2833,1057 1767 3121 7545 9568 10500 15492 2336 4720 10839
2837,4569 8956 4444 8229 15314 14395 4460 5978 17432 42
2856,17669 6792 16293 1710 15913 2692 10930 16297 10377 369
2868,9947 14571 7608 15431 12307 3122 170 2450 1447 11477
2873,2418 12932 14233 8418 7766 13943 15268 13783 3858 13188
2898,13158 15908 2273 15686 8673 6776 14528 9231 14033 17844
2909,5230 2608 13735 20446 18100 7990 19984 4309 6092 4219
2917,10624 18774 1719 4807 14777 17040 6565 9710 18875 3644
2922,10449 14861 4828 3160 5528 8227 7884 3843 263 9123
2934,18854 1041 19364 3417 11282 11971 603 7000 5940 4909
2939,19471 3189 1384 16852 18848 8599 2357 1497 14983 10806
2957,4312 4380 13399 17720 10186 11425 5973 9317 16385 18116
2965,16750 8117 14581 12426 19606 1678 16100 11965 17827 8391
2973,11101 457 11255 20381 2117 3177 14520 17157 17523 18074
2988,19471 2357 8599 3102 9598 1497 1384 3189 10806 14983
3025,15596 8074 7932 18478 14354 4476 6811 4552 17354 2928
3043,1428 46 10507 12086 8145 17768 14824 14585 14539 14546
3045,548 1675 10834 7214 17277 4223 4590 15525 20559 8101
3049,17864 3304 5722 16557 12564 10209 8361 477 1117 17406
3051,3347 17370 20489 13405 15068 8524 17652 14531 846 19924
3086,16801 18142 9826 19491 12403 9171 10721 855 17685 9977
3092,4367 1537 17771 1151 10352 7136 15581 18191 13542 13259
3103,15261 1133 13029 9736 19064 14249 16994 13805 14155 8516
3105,18825 7920 20481 10613 12436 10880 16690 4000 2752 7312
3131,8218 14081 19173 4600 11396 9159 5302 7367 3676 7519
3146,7077 12639 15466 8627 9903 3514 3830 3001 19889 3698
3183,18641 19024 8517 9689 3880 16338 17856 17064 2735 4814
3192,3633 12794 5541 5384 1789 342 2317 2179 11049 2914
3196,7076 7904 14037 1502 11573 6370 405 17983 1687 10572
3200,4116 8547 5075 17741 19969 3988 903 18948 18244 1917
3201,9710 15669 7833 5180 6565 15748 648 5606 12639 8767
3232,8622 7060 19576 6590 11403 7565 19721 18982 2818 19163
3244,15462 7671 17433 17664 7539 9673 20262 14658 10970 8283
3245,7390 2807 13276 1295 13573 4397 2228 10230 1039 12225
3246,2578 2348 9278 19756 4136 2172 10512 316 3105 9400
3248,3825 471 9951 8482 1341 9162 12741 20222 3356 3756
3263,12338 9323 5509 9493 4417 4603 13265 10419 17154 4189
3274,14606 17327 7120 1147 5149 19609 10805 753 1348 15147
3278,6242 16309 7119 16314 3644 15333 19217 4266 7326 15735
3287,18423 1485 10580 10577 7416 2435 14270 1222 12114 7680
3290,19001 16208 6057 8581 14378 14904 5751 13593 9988 8618
3292,2048 14738 10567 19055 3514 3892 8724 3347 2664 5647
3320,18285 19683 18547 13155 12168 16465 18854 1041 7000 11282
3326,12260 17256 18015 15952 13198 3085 15080 15974 2631 10316
3329,8683 9332 8107 13180 8841 9221 10057 15905 6971 11157
3334,8178 18409 2342 15266 11319 1935 6561 2331 11330 16140
3338,11698 10838 14519 18287 8426 12154 3602 10308 17217 5880
3353,9392 9007 6498 14604 12742 18963 13113 1357 1828 3195
3354,13734 6043 7208 19486 15502 7750 17550 18987 9093 10470
3357,12052 5522 6606 7342 8932 15718 877 3544 8172 2489
3386,17406 14561 5715 7889 272 7774 12957 11097 6496 16557
3394,9217 2147 8793 5315 1701 20329 15270 8222 13157 16444
3409,1715 9490 751 18855 16995 20574 10684 10567 8724 19055
3415,7734 8953 2930 1196 2437 16314 19699 14702 1975 14770
3477,4443 3228 6193 11293 1640 15667 8747 5322 11227 826
3482,15886 4756 2199 317 20353 7516 10099 12768 7260 8356
3488,20167 4355 8599 16580 911 20260 2997 3189 5108 3519
3497,13539 14904 7931 11173 438 11400 12623 9003 6408 5201
3511,18958 9919 16821 15329 14612 4615 18986 17982 11157 20617
3523,16225 11217 9620 16316 4189 7480 19363 436 8009 10419
3531,8017 20153 10738 2792 12931 714 4128 18293 1322 7908
3532,17597 4364 16475 11107 20025 19662 6880 15570 4809 9537
3535,15669 6565 18774 3745 17701 10624 6837 15748 9710 7833
3547,9913 17747 3500 10627 9414 7807 815 14097 17964 10953
3561,4298 13796 5710 20607 12952 20417 12396 13908 17353 20244
3567,8488 7111 6103 11001 19974 2873 9342 2777 3766 14175
3571,13990 1387 8926 5100 11421 14204 6263 6246 19067 17826
3578,5325 235 7134 12258 17928 2561 3937 16282 13459 15682
3589,4057 14175 14309 16535 2777 10496 19055 6103 2873 18855
3596,3585 7131 15550 16297 17520 19120 11127 12362 10377 10930
3634,9191 16857 1251 15275 20342 17704 9520 16548 18392 1168
3645,1322 7908 714 18293 18257 4451 1812 1944 3175 2768
3650,8564 11774 4584 13734 7750 17550 15502 19486 6043 7208
3678,16905 6444 18358 13251 8021 3283 16163 18945 4355 12997
3696,13076 5649 15908 2273 1461 734 4492 18190 2494 7478
3704,19310 1883 12303 9059 12037 19510 17423 10710 4414 8939
3711,11474 7765 849 10541 3011 7964 10699 12723 3257 7946
3712,12835 829 2836 18011 14147 10584 14210 9834 11688 19053
3720,15648 13705 5853 984 10567 1420 2460 8724 19055 2919
3728,12237 6823 16303 13548 4113 340 27 14665 142 5793
3746,1174 5815 10351 18374 15837 13802 9753 3229 13435 7889
3747,4743 12479 8835 9249 6433 18010 18870 6511 3944 15263
3759,11532 13884 16325 11546 1114 12769 14360 15916 10957 9984
3780,8570 13783 19878 18349 9440 20571 15558 9034 17715 11155
3784,8861 3453 10466 17058 1209 12989 4234 10567 8724 19055
3798,7827 5135 15887 8623 5962 19027 18663 2262 11491 17824
3805,18669 893 3903 15056 229 3089 14907 14033 3378 11322
3807,10346 4685 20371 19038 2658 11211 18051 18794 9036 13105
3808,19634 11772 10884 5277 2022 13129 2886 11715 4180 2166
3816,1195 18241 17568 6933 15710 14665 10169 4113 1393 482
3822,11084 18817 9887 17925 362 19733 10757 17651 19362 19590
3827,13342 9288 18357 3776 11741 2062 7291 5733 10971 5022
3851,18834 1779 20526 19223 6409 15833 2086 11563 10202 18739
3863,9467 11702 9003 4857 4457 8662 12623 20491 18303 20076
3872,876 11749 16847 19377 13642 20172 7649 1149 11943 9663
3875,18074 15926 7397 11101 11070 2117 17157 550 13551 8412
3888,12625 9819 8647 9829 14765 20046 2306 12203 13009 1740
3893,17799 12419 18110 11003 3221 16551 4966 5333 17458 14061
3898,5666 8160 5056 4752 4889 13700 1932 18886 12990 9752
3910,13784 4540 8581 12762 20578 14509 16583 13593 5751 14904
3916,7428 16315 14757 5929 6949 18487 17307 6174 20411 3835
3918,13161 13973 16827 6446 3219 14961 12895 9779 3341 12395
3933,18919 15570 8136 6294 9537 3644 12182 15669 6242 6331
3940,4909 17634 11971 6405 14024 3417 13597 5940 8358 20322
3944,9500 19713 14204 12960 443 20169 7475 3630 5831 797
3946,19450 2918 1441 1356 11522 17663 17741 1236 18579 19969
3954,8942 17586 4581 15924 19664 11251 2274 5881 18448 20480
3959,18859 12750 8627 20591 17694 12499 14066 20372 16579 18727
3968,16866 1196 10839 14702 9568 13894 12639 5606 8767 648
3969,1714 18156 8437 12789 1942 3979 16617 8712 4388 12908
3971,14608 16997 16420 6810 6155 19844 2948 19211 19953 4687
3984,10172 19340 13622 394 7544 9231 14033 6776 277 14528
4000,2581 5680 6006 14134 3632 4541 12952 20417 13908 12396
4008,13940 10209 1117 12564 16557 17406 5722 3304 477 8361
4013,10326 18758 13993 4607 5133 9606 17635 15988 12722 9246
4023,16821 8923 8424 3023 1482 14628 14994 14934 8028 6948
4036,7118 6618 7272 6383 16126 15077 11302 8555 3629 13490
4058,4258 15250 11637 2449 15259 1308 11765 207 5074 9254
4082,2579 17699 19624 20230 5892 2755 4026 3340 11583 18473
4091,8215 14668 17524 9913 10953 20475 3500 9269 19846 1144
4112,16946 10186 4826 14656 9136 7722 2719 15007 18970 14558
4119,16581 16607 18019 20371 5252 4707 7436 16697 20254 5778
4124,14622 3181 582 861 8031 13762 12766 372 6033 8474
4142,15578 10443 20511 18048 7440 13070 14880 6775 14176 1650
4151,18453 8522 12831 1493 5633 5384 2914 3633 2317 2179
4154,17615 16784 7195 9058 13154 11176 18213 12052 1180 10259
4165,14033 18940 5750 628 16087 2508 18404 5110 6697 18773
4174,14504 11394 16708 16127 7936 1653 12623 9003 5201 6408
4182,4603 1384 9323 11241 11579 11573 4417 18795 18822 13906
4186,10880 13265 17766 3977 10837 7462 17154 10419 15170 4189
4188,10169 15710 14363 12718 8712 1393 16436 5815 9441 1232
4189,9349 9342 11001 19974 6845 6103 1742 1582 3766 2873
4193,19435 14256 3182 8720 8498 18424 7398 1525 9081 19860
4195,2204 4675 3893 6078 1492 5455 16944 5324 20558 8667
4216,11664 17346 3238 9002 20406 6399 10644 1443 3984 16423
4226,4611 18273 14031 6582 18910 3196 811 12814 19383 1621
4231,11878 19390 6339 7327 2336 800 11372 10500 10839 4720
4236,3599 20259 7006 2495 4338 10067 13670 3860 14022 19462
4238,17363 1846 18747 15928 19860 1525 6258 20488 7398 9081
4251,18579 7787 1356 662 17663 1236 19969 11522 17741 20380
4256,15492 16646 15731 10848 1111 5621 17649 14826 17405 17487
4258,8210 6914 13948 10053 20085 9477 17439 20056 7387 19075
4262,11989 5966 16502 11411 7649 1831 4315 2173 6323 4811
4265,1841 8659 7941 4186 9105 16760 3885 18381 14591 8058
4267,11133 5036 16496 10867 3094 19770 6667 10220 6648 8381
4293,17040 15413 4807 723 16820 8464 16698 14777 1719 15680
4295,11474 10699 14509 3011 2858 7946 15837 6459 16583 2132
4296,14499 14571 11977 9947 9422 14239 11306 1391 17003 817
4297,10977 14509 2132 15837 9753 10466 20474 2858 3453 10921
4299,19053 16495 829 11522 19969 1356 1236 18579 17741 17663
4300,11520 8637 1947 2049 16142 5212 7213 10346 20536 830
4302,829 14210 2836 14147 12835 10584 11688 18011 19053 9834
4307,10352 19730 16223 10679 16451 438 9641 414 7583 1486
4309,17608 12076 11170 8942 3511 16521 18944 11930 11882 3624
