playlist_id,track_ids
1115,1856 1676 1564 1447 1427 637 170 14469 9801 18731
1120,13459 12258 3937 20071 17301 15706 14837 11870 11835 11160
1126,10013 9790 9659 9096 8798 8745 8018 7466 6937 6464
1129,4430 3633 2914 2525 2179 342 19519 19024 7550 4908
1147,19588 14784 13238 10257 8139 7718 4150
1163,16444 15270 13157 9217 8793 8222 5315 20153 18293 12931
1169,20357 12666 10177 16205 15029 6154 5849 4369 1910 16087
1174,13363 12830 11045 10932 9465 9023
1238,10013 9790 9659 9096 8798 8745 8018 7466 6464 5479
1254,10013 9790 9659 9096 8798 8745 8018 7466 6937 6464
1274,14175 11115 11001 9690 9342 6103 5621 5206 4153 3856
1285,13624 12668 11648 8849 8540 6426 5193 4850 4346 3876
1302,8761 7771 7129 5498 5354 5155 4441 4132 3613 1305
1316,10873 7719 7176 5482 5297 18082 14832 1333 18228 206
1319,13631 2851 17265 17026 8197 3473 305 1664 15972 10698
1341,5890 5162 4402 3090 2587 1142 20623 20468 18206 16919
1346,3131 214 19082 15843 14949 10935 8403 1484 20353 12768
1350,3973 19309 15178 11747 6666 5886 1860 20609 20238 18856
1353,14111 6556 3932 2782 18389 16612 12467 12438 5928 4127
1363,19138 18874 18628 18161 16831 16585 15771 15476 14178 12783
1371,17689 17074 15472 12709 12123 11812 11659 10833 7241 3839
1379,18352 18316 16477 16128 9083 7469 6569 4281 1933
1383,13000 11976 11627 10427 10150 9724 9152 8380 7744 5273
1390,14037 11573 10572 9859 9508 7904 7700 7499 7076 7039
1398,8477 7403 7399 7371 6584 6317 6144 6102 6101 6093
1404,13342 12436 11685 11520 10855 10487 10346 8637 7213 6655
1415,12414 8125 7065 6712 6617 4323 4247 2811 2084 1681
1417,19146 18806 18608 18476 18200 17345 17201 12784 10822 10140
1454,10656 10567 10466 9753 9700 8861 8724 6884 6459 4234
1456,2873 2777 1394 1111 899 18945 18358 16163 13251 12997
1463,2186 869 19801 15459 14401 14236 20632 18862 18248 14958
1481,6682 6356 5761 5294 2257 1806 1219 1139 19250 18001
1505,13000 11976 11627 10913 10427 10150 9724 9152 8380 7744
1519,13548 12707 11609 10169 7886 7267 6015 5997 5571 5270
1524,16873 16190 15064 14659 14282 14046 13210 10217 10196 8733
1534,18279 17388 17287 15543 14384 13729 10228 10167 10002 8297
1542,8654 4363 20244 19295 17367 14136 9527 5473 4648 4298
1545,15379 15269 13852 13792 12888 10854 10754 10128 7972 7963
1554,6265 6109 5141 4403 15987 6070 13697 12995 11188 9733
1560,1342 352 19507 18815 15430 9425 8487 5680 4513 1804
1588,1370 1192 914 666 20604 17511 14443 13771 10201 9220
1590,4811 2173 1831 15328 9365 9130
1601,16189 13393 12149 8868 2091 1779 1752 575 17346 16969
1637,17603 3832 18773 17004 15964 10786 8880 8784 8045 6697
1639,8429 7496 5889 5596 569 17844 15686 14033 9231 8673
1661,19256 18541 18446 14482 14077 12822 12638 11629 10689 8313
1673,5028 4871 4859 4287 4151 4016 3434 3078 2712 2452
1679,3433 1095 956 815 638 16617 15878 14363 14190 12908
1682,12177 10481 10159 9886 8640 8577 8147 7637 7081 4089
1692,16433 15873 13624 13402 13212 12991 12668 11648 8872 8849
1701,4796 4530 4056 3699 2012 354 19928 16496 15758 15385
1703,17944 17784 16705 15544 14002 13448 13250 12502 11761 10506
1712,3576 3333 3288 2979 1930 783 233 216 42 17215
1713,16865 15725 15249 14173 13971 13823 12239 10776 7926 6847
1729,12177 10481 10159 9886 8640 8577 8147 7637 7081 4089
1730,10725 9775 9097 7427 7199 5011 643 18225 17803 12453
1731,3049 2658 2444 2031 350 26 19527 18489 18188 16693
1734,10013 9790 9659 9096 8798 8745 8018 7466 6937 6464
1740,14784 14559 13238 13098 10657 10257 9062 8823 8406 8139
1742,17405 16741 14826 14175 11115 11001 10848 9342 6103 5206
1747,5115 4387 2909 1996 1471 836 513 18504 14332 2645
1755,12414 8488 8125 7111 7065 6712 6617 6522 5725 4824
1766,11347 9946 16931 14301 13400 8134 5154 4202 3121 2957
1807,20279 18168 16997 16069 14608 10213 7163 4288 3727 1532
1814,19146 18806 18608 18200 17345 17201 12784 10822 10140 9574
1820,16457 13300 11133 10672 8626 6604 4771 3444 2766 14760
1852,9605 8361 6504 5722 3304 1269 1117 477 17050 8154
1854,10013 9790 9659 9096 8798 8745 8018 7466 6937 6464
1871,20013 19711 18683 17534 16211 15256 7446 6351 5558 2890
1880,9578 9118 8412 7397 6799 5047 4376 4069 3177 2117
1881,16433 15873 13624 13402 12668 11648 8540 6426 5193 4850
1883,10833 7241 3839 8415 393 11899 16347 15504 12939 9694
1885,17405 16741 14826 14175 11115 11001 10848 9690 9342 6103
1898,479 19625 18757 17166 15056 13113 12742 10736 10518 10292
1904,4151 4016 3434 3078 2712 2452 1961 1857 1623 1493
1907,1130 1026 616 12 20334 18389 16612 12467 12438 8030
1912,9790 9659 9096 8745 8018 7466 6937 6464 5479 3431
1916,16662 14742 10841 9961 3204 19801 14401 14236 5888 1444
1927,10013 9790 9659 9096 8798 8745 8018 7466 6937 6464
1953,6825 5500 4581 3787 3511 1377 586 20153 18293 12931
1958,3195 2926 1828 1669 918 128 20153 18293 12931 7908
1959,14037 11573 10572 9859 9508 7904 7700 7499 7076 7039
1963,4000 3835 3521 2868 1146 781 162 20334 18389 16612
1967,20065 18100 14535 13735 7990 6092 5230 4309 2608 937
1978,1052 19040 18612 16896 15301 15235 12851 11916 10410 9157
1979,7195 6709 6653 6544 5744 5440 5091 3388 3293 2666
1986,16217 13836 3760 2022 1624 951 19132 18311 12925 12544
2005,10034 9333 9200 7925 6677 5799 5030 4162 3934 3790
2014,7465 7394 6948 6908 6524 5387 3741 3378 3281 3099
2015,14024 13824 13622 13597 12940 11971 11928 9715 8358 8142
2022,18920 18619 18401 17995 16475 14437 9488 7506 6880 6841
2042,19256 18541 18446 14482 14077 12822 12638 11629 10689 8313
2061,4566 4136 4102 3105 3018 2578 2518 2349 2348 1490
2068,7111 7065 6712 6617 6522 5725 4824 4323 4247 3460
2070,5206 4153 3856 3766 2873 2777 1394 899 18281 15038
2080,19584 18355 17965 16798 13760 13689 12987 12881 12557 11638
2125,19256 18541 18446 14482 14077 12822 12638 11629 10689 8313
2134,7224 7195 6819 6709 6653 6544 5744 5440 5091 3388
2142,17768 16911 16646 15731 15492 11393 10507 10173 8949 8145
2162,8570 8418 7916 7766 7577 7400 5833 5413 4657 4412
2164,7481 4826 4722 4682 4380 3894 2535 2507 2107 2032
2171,2712 2452 1961 1857 1623 1493 1373 1367 1213 1198
2174,4731 4436 4364 4266 4161 3925 3745 3644 2984 2930
2180,11101 11070 9578 9118 8412 8383 7404 7397 6799 5047
2185,16716 9853 18019 3535 18854 11282 7000
2213,2376 2290 1295 533 19735 19054 18063 16298 15329 14612
2227,20330 10888 8786 6651 2559 20156 15866 1050 411 16432
2229,2740 1650 20481 20048 19718 15374 14346 13801 11660 10629
2240,19272 19236 18729 18486 12095 9025 7055 1556 911 20609
2246,9371 8905 8828 8785 8611 8477 7403 7399 7371 6584
2251,11133 10672 8626 6604 3444 15972 10698 4963 3361 15074
2261,5017 3562 1590 674 615 18693 10073 2789 19390 11878
2275,7904 7700 7499 7076 7039 6466 4865 3622 2897 2853
2277,4046 2698 1678 1442 561 198 19377 17804 15660 13117
2278,1806 1219 20486 19961 19652 18941 18491 17130 16625 15829
2280,18165 17864 17406 16557 15644 13318 12564 11594 10515 10209
2292,11870 11835 11160 10910 9044 6909 6187 5675 5054 4625
2306,4731 4436 4364 4266 4161 3925 3745 2984 2930 2437
2307,13825 2074 1187 18785 16397 20223 17689 17074 15472 12709
2312,20319 18135 17182 13050 8343 6964 2211 20332 18844 16055
2322,19588 10257 9062 8406 8139 6456 6182 4150
2342,4695 3421 2019 15718 8542 8172 7714 7497 5958 3544
2358,10754 10128 7972 7963 6894 6788 5639 5510 3022 2993
2363,8373 4358 4275 3527 2297 1878 18966 13807 13675 7767
2364,7111 7065 6712 6617 6522 5725 4824 4323 4247 2811
2371,16128 14604 9557 9392 9083 9007 7469 7430 6899 6569
2374,7962 7343 6575 6360 6038 6003 5060 5013 4718 3871
2375,525 6513 14111 3932 2782 19578 17743 13781 11416 10348
2389,7465 7394 6948 6908 6524 5387 3741 3378 3281 3099
2416,20406 18672 17556 16423 13029 12150 11664 10644 9002 8967
2420,7841 7143 6823 6239 6226 872 14910 14312 12913 10774
2431,19319 19033 18617 18194 16115 13740 13498 12806 10965 10332
2433,4354 2991 812 13280 10317 5856 19046 17208 16417 11141
2444,10034 9333 9200 7925 6677 5799 5030 4162 3934 3790
2473,17153 14091 13604 10118 9963 9689 8721 8523 8514 8226
2484,13548 12707 11609 10169 7970 7886 7267 6015 5997 5571
2515,13643 13182 12924 12389 11342 9748 9544 9243 8046 6198
2517,19138 18874 18628 18161 16831 16585 15771 15476 14178 12783
2519,1571 314 5 19519 19024 4908 16182 14995 13169 11377
2524,2575 2166 2060 1458 1370 1192 914 666 19428 19207
2527,10420 9960 7033 6518 5422 2250 2024 20147 19622 17626
2545,7350 7264 7153 6773 6716 6648 4013 3749 3672 3500
2546,5647 4066 3347 1521 846 19320 17325 3648 3895 19493
2547,3787 2274 1377 586 14064 13030 11776 1775 18768 17545
2559,17431 12243 7311 3715 18303 15571 10735 8698 7768 7547
2561,14024 13824 13622 13597 12940 11971 11928 9715 9163 8142
2580,8549 7939 7910 7475 6860 6562 6160 5831 4469 4302
2589,2581 2153 1588 14469 9801 18190 15908 15124 13158 13076
2593,9171 8560 8379 6887 6781 5920 5676 5432 4429 3967
2598,3431 2970 2750 1970 1895 1175 1036 80 18088 14885
2605,13142 13053 12790 10745 10295 10111 9926 9448 8847 7952
2622,10786 8880 8784 6697 5688 2508 2043 1472 1386 1253
2624,8340 7638 17774 6506 5388 1680 876 18916 10378 3070
2634,393 19533 16227 15282 13406 13128 12711 8619 8502 7504
2664,1587 920 467 19639 18745 17184 16388 16107 12893 6878
2665,9733 8866 5791 4820 2718 2243 1696 410 19250 18001
2666,15873 8540 6426 4850
2680,410 19475 18344 18112 17647 17348 17111 17103 13960 12111
2696,19573 18649 18548 18101 17599 15209 13612 13357 12782 12274
2697,15932 15568 14633 14592 13768 11679 10987 7841 7143 6239
2713,9116 8735 8664 6864 6705 3271 2374 1383 301 16354
2717,19700 19533 16227 15282 8619 8502 7504 5474 4456 4371
2727,2002 1677 1605 1591 1391 817 18088 14885 13691 12425
2730,9886 8640 8577 8147 7637 7081 3669 3256 2989 2922
2732,7766 5833 5413 4657 4412 3858 3730 3418 2418 2402
2734,9996 9012 8971 8301 6821 6272 5584 5133 4939 4672
2742,8549 7939 7910 7475 6860 6562 6160 5831 4469 4302
2769,1726 16544 16105 2045 19390 11878 11372 10839 10500 9568
2777,14330 12052 11176 10259 9238 19597 17819 17564 15586 15545
2793,14024 13824 13597 12940 11971 11928 9715 9163 8358 8142
2807,2107 2032 1874 1822 1071 109 17694 9873 6671 2877
2817,19224 13742
2829,13498 12806 10965 10332 9970 9453 8659 6826 5152 3688
2833,17768 16911 16646 15731 15492 11393 10507 10173 8949 8145
2837,6246 5707 5669 5658 3875 3827 3576 3333 3288 2979
2856,966 11543 11033 8635 5439 19597 17564 15586 15545 15092
2868,1677 1605 1591 1391 14910 14312 12913 10774 9332 9221
2873,8570 8418 7916 7766 5833 5413 4657 4412 3858 3730
2898,14024 13824 13622 13597 12940 11971 11928 9715 9163 8358
2909,115 20526 16310 16189 13393 12149 8868 2091 1779 1752
2917,1243 702 457 125 19982 18997 14095 13576 13036 12380
2922,8182 8090 7608 7575 7217 7062 5528 4622 3653 3526
2934,14024 13824 13622 13597 12940 11971 11928 9715 8358 8142
2939,9422 9353 8643 8627 6876 6600 6191 5859 4359 3698
2957,17720 16847 16447 16339 13744 11919 11749 10123 9300 6428
2965,16107 12893 6878 5309 5276 1119 544 6680 6657 6140
2973,9154 8553 7694 7447 6668 6531 6418 6295 6255 5106
2988,19138 18874 18628 18161 16831 16585 15771 15476 14178 12783
3025,15523 14461 12988 10125 7884 4828 1547 15718 8542 8172
3043,19399 17438 16391 15327 14683 13987 11063 10454 10203 9168
3045,10887 10630 10442 8877 8101 7243 7214 7190 5985 5562
3049,18165 17864 17406 15644 13318 12564 11594 10515 10209 9605
3051,2185 1571 314 5 18783 17180 15920 15762 15131 13397
3086,4731 4436 4364 4266 3925 3745 3644 2984 2930 2437
3092,1486 414 20330 10888 8786 6651 2559 16668 16642 16219
3103,18672 17556 16994 16423 13029 12150 11664 10644 9002 8967
3105,7457 4186 3885 3092 2855 1610 792 748 18088 14885
3131,7033 5422 2250 2151 18693 10073 2789 16162 15245 11886
3146,16798 13760 13689 12987 12881 12557 11638 10399 7984 6353
3183,2559 19519 19024 4908 16668 16642 16219 14634 13568 7631
3192,17405 16741 14826 14175 11115 11001 10848 9690 9342 6103
3196,7499 7076 7039 6466 3622 2853 2547 2371 1687 405
3200,4119 3358 3334 1699 1313 15325 14870 14786 9456 4361
3201,8624 8452 7785 7463 6918 4759 4566 4102 3105 3018
3232,2439 20511 18048 15578 14880 14176 13070 12073 11405 10828
3244,8102 7451 7133 6113 3956 2927 19527 18489 18188 16693
3245,14718 2455 4793 2807 15573 11784 5039
3246,8624 8452 7785 6918 4759 4566 4136 4102 3105 3018
3248,5966 17636 5248 8417 3396 3356 1341 6330 4742
3263,10427 10150 9724 9152 8380 7744 5739 5273 4839 4496
3274,353 8069 2219 822 15897 15164 12724 11801 10604 8633
3278,8570 8418 7916 7766 7577 7400 5833 5413 4657 4412
3287,9834 9779 9504 9473 7888 7416 7298 6446 5667 3341
3290,16741 14826 14175 11115 11001 10848 9690 9342 6103 5621
3292,5647 4066 1521 846 18088 14885 13691 12425 12262 11699
3320,888 19431 19214 14008 13478 10420 9960 7033 5422 2250
3326,5028 4871 4287 4151 4016 3434 3078 2712 2452 1961
3329,8683 8356 7260 2199 770 317 14910 14312 12913 10774
3334,10458 8367 8050 3326 3279 20483 12134 6537 18409 16140
3338,7465 7394 6948 6908 6524 5387 3741 3378 3281 3099
3353,6569 6435 4281 2090 1933 14686 14439 11420 7743 5556
3354,10061 8484 7552 6643 12237 10324 4001 18944 11930 11882
3357,2756 1189 18257 8431 4451 3175 2768 1812 15718 8542
3386,16557 15644 13318 12564 11594 10515 10209 9605 8361 6504
3394,1388 16170 10340 8921 8764 7259 2354 18511 14713 12517
3409,11741 10971 9288 8676 7291 5733 5022 2062 19202 18295
3415,7092 6475 6354 6059 5453 4946 4632 3252 2845 2109
3477,6293 5891 4794 143 16701 16135 14017 8747 826 19012
3482,20353 12768 8725 8683 3600 2199 770 317 17814 3951
3488,5300 5108 5092 4603 4417 4046 2698 1678 1442 561
3497,2120 1531 1102 456 10682 19596 18139 17364 13934 13539
3511,17944 17784 16705 15544 14002 13448 13250 12502 11761 10506
3523,6801 6753 6723 6306 6232 6228 5951 5942 4741 4396
3531,5474 4456 4371 2618 2236 1300 910 20153
3532,17768 16911 16646 15731 15492 11393 10507 10173 8949 8145
3535,9356 8834 8575 8387 7383 4194 2606 289 18088 14885
3547,9269 8381 7941 7807 7350 7264 7153 6773 6716 6648
3561,16631 11014 7332 3385 17050 8154 5199 3477 18961 10384
3567,1681 381 104 93 18760 2466 19193 17245 16929 14014
3571,6246 5978 5707 5669 5658 4569 4460 4444 3875 3827
3578,2299 19851 9830 7621 3939 20255 20008 3062 16282 15682
3589,6109 5141 4403 19202 18295 16487 14899 14160 12309 11993
3596,6659 3585 2692 423 369 16086 15087 12933 11839 9450
3634,11483 10885 10176 8625 8209 7868 6962 6708 6539 6261
3645,19507 18815 15430 10825 9425 8487 5680 4513 3212 1804
3650,934 335 19863 17996 12702 8456 7717 4598 30 16894
3678,6600 6191 5859 4359 3698 3660 3001 2812 2272 2002
3696,15908 13076 7478 6099 5649 2273 1461 19457 19364 8897
3704,9371 8905 8828 8785 8611 8477 7403 7399 7371 6584
3711,12261 11474 10699 7946 7765 3257 1000 12249 10664 18965
3712,5584 5133 4939 4672 4607 3623 3072 2530 2058 1526
3720,11483 10885 10176 8625 8209 7868 6962 6708 6539 6261
3728,7970 7886 7267 6933 6015 5997 5571 5270 4113 3762
3746,5490 2082 1434 148 17093 19579 18374 18340 17833 17779
3747,7645 5925 2005 1105 15678 15491 8254 5585 3362 1075
3759,1338 142 20130 6943 17709 17358 16490 14858 14434 13810
3780,9154 8553 7694 7447 6668 6531 6418 6295 6255 5106
3784,6459 3817 3453 2858 2132 1715 1209 838 285 20200
3798,7827 2262 20376 20043 17992 15412 15221 14660 13038 11352
3805,944 893 19625 18963 18757 17166 15056 13113 12742 10736
3807,19156 17138 16460 15969 11478 5967 3049 2638 2444 2031
3808,7224 7195 6819 6709 6653 6544 5744 5440 5091 3388
3816,5432 4429 3967 2537 2527 2511 871 855 204 15
3822,17545 15610 8934 6526 4006 160 19519 19024 7550 4908
3827,5570 17321 14690 10237 6603 6564 2591 16668 16642 16219
3851,4287 4151 4016 3434 3078 2712 1961 1857 1623 1493
3863,3195 2926 1828 1669 918 128 12225 2228 18082 14832
3872,8191 8155 7748 7515 7421 6589 6054 5664 3580 3169
3875,6498 6435 4281 3077 1933 17276 14698 11192 11015 10864
3888,9829 9819 8647 8063 1740 14094 9861 18088 14885 13691
3893,252 19485 17799 16551 11331 9577 9121 4760 4098 1498
3898,15728 15036 14319 10964 9755 8446 7100 2923 1767 677
3910,4695 3421 2221 2019 17067 14921 6843 18827 17802 16373
3916,11943 8491 5178 4483 19982 18997 14095 13576 13036 12380
3918,4396 4040 3210 1879 1309 973 684 641 101 39
3933,10034 9333 9200 7925 6677 5799 5030 4162 3934 3790
3940,7350 7264 7153 6773 6716 6648 4013 3749 3672 3500
3944,7224 7195 6819 6709 6653 6544 5744 5440 5091 3388
3946,5829 5075 4802 4725 4116 2217 1441 1356 1236 20390
3954,12559 10626 9297 9273 8750 8469 8320 6930 6681 5976
3959,6054 5664 3580 3067 2867 2312 1182 2 19431 19214
3968,4161 3925 3745 3644 2984 2930 2437 2037 1975 1764
3969,10570 9138 8712 4665 4388 3940 1942 1078 19250 18001
3971,10034 9333 9200 7925 6677 5799 5030 4162 3934 3790
3984,10172 18845 11074 4947 9525 4594 3684 19340 18635 18275
4000,8849 8540 7652 6426 5193 4850 4346 3876 2153 1588
4008,454 18165 17864 17406 16557 15644 13318 12564 11594 10515
4013,4731 4436 4364 4266 4161 3925 3745 3644 2984 2930
4023,7465 7394 6524 3741 3378 3281 3099 3089 3023 2899
4036,15465 12093 17709 17358 16490 14858 14434 13810 12259 10951
4058,20569 19306 16349 5051 3777 3008 4258
4082,18598 11675 10172 19806 18653 18262 15951 12117 11647 10051
4091,7264 7153 6773 6716 6648 5036 4013 3749 3672 3500
4112,1264 20475 20140 19957 18122 17210 16193 12558 11944 11468
4119,18019 16697
4124,8031 7514 7203 6033 5626 3181 861 582 327 20609
4142,12414 8488 8125 7111 7065 6712 6617 6522 5725 4824
4151,3099 3089 3023 1674 1275 968 391 229 76 16182
4154,1004 16043 15388 11435 10139 14910 14312 12913 10774 9332
4165,14037 11573 10572 9859 9508 7904 7700 7499 7076 7039
4174,12623 8462 6868 5201 16205 15029 6154 5849 1910 16170
4182,14696 14320 13902 11417 9050 8761 7771 7129 5498 5354
4186,1961 1857 1623 1493 1367 1213 1198 470 281 20330
4188,7970 7886 7267 6933 6015 5997 5571 5270 4113 3762
4189,8798 8745 8018 7466 6937 6464 5479 3431 2970 2750
4193,15103 14259 13617 13491 12173 10489 9594 7398 7368 4565
4195,17405 16741 14826 14175 11115 11001 10848 9690 9342 6103
4216,7868 6962 6708 6539 6261 5505 5429 5254 5223 2801
4226,14031 12814 11083 6327 3196 811 13807 13675 7767 4831
4231,213 19345 17042 12917 12063 7520 7327 4347 15678 15491
4236,8122 7954 1501 18225 17803 12453 9038 7160 4940 3628
4238,19809 19441 19435 18382 17687 16338 15103 14259 13617 13491
4251,15369 14595 13564 13428 12665 11885 11554 9880 6208 6192
4256,17768 16911 16646 15731 15492 10507 10173 8949 8145 6794
4258,6410 5587 18954 10424 20349 18438 16904 14590 12017 10549
4262,8172 7714 7497 5958 3544 2489 877 51 11989 1831
4265,10034 9333 9200 7925 6677 5799 5030 4162 3934 3790
4267,11988 11437 6700 6152 4024 2532 717 19928 16496 15758
4293,1764 1196 725 723 689 648 20623 20468 18206 16919
4295,14330 12052 11176 10259 9238 20352 18841 17760 17085 15750
4296,16460 15969 11478 5967 3049 2658 2638 2444 2031 26
4297,8549 7939 7910 7475 6860 6562 6160 5831 4469 4302
4299,15369 15099 14595 13564 13428 12665 11554 9880 7787 6208
4300,9422 9353 8643 8627 6876 6600 6191 5859 4359 3698
4302,5420 5146 4474 4007 3985 3926 2343 1807 1208 137
4307,13531 12745 11400 11173 7931 5919 4616 16223 15581 15438
4309,8942 8892 7611 6825 5500 4581 3787 2274 1377 586
4320,9371 8905 8828 8785 8477 7403 7399 7371 6317 6144
4345,10827 10744 10155 9626 8769 8217 8133 8044 7365 6335
4348,6246 5978 5707 5669 5658 4569 4460 4444 3875 3827
4371,14983 8599 3102 2357 1497 1384 1138 225 20099 6377
4385,17771 13542 13259 11803 1537 427 19579 18374 18340 17833
